invoice_id,vendor_id,vendor_name,business_unit_id,po_number,grn_number,invoice_amount,invoice_date,due_date,payment_status,currency
INV-01939,VEND-070,Gray Group,BU-05,PO-90700,GRN-53741,18186.74,2023-05-05,2023-06-04,Paid,USD
INV-01940,VEND-019,"Reid, Ferguson and Sanchez",BU-01,PO-89233,GRN-29805,44831.53,2023-02-09,2023-03-11,Paid,USD
INV-01941,VEND-133,"Carroll, Sullivan and Bass",BU-04,PO-33771,GRN-99054,17074.78,2023-02-01,2023-03-03,Paid,USD
INV-01942,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-47618,GRN-55663,31425.53,2023-05-08,2023-06-07,Pending,USD
INV-01943,VEND-067,Novak and Sons,BU-02,PO-96734,GRN-58380,45853.6,2023-09-14,2023-10-14,Overdue,USD
INV-01944,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-29482,GRN-95964,39548.38,2023-04-25,2023-05-25,Paid,USD
INV-01945,VEND-035,Rodriguez-Graham,BU-01,PO-72709,GRN-18822,19834.68,2023-04-30,2023-05-30,Paid,USD
INV-01946,VEND-107,Dickson-Brady,BU-05,PO-46500,GRN-28961,47999.47,2023-06-23,2023-07-23,Paid,USD
INV-01947,VEND-030,Burton Ltd,BU-03,PO-60465,GRN-56217,9502.68,2023-08-23,2023-09-22,Paid,USD
INV-01948,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-64256,GRN-88871,24323.78,2023-10-06,2023-11-05,Paid,USD
INV-01949,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-95715,GRN-42231,7341.95,2023-06-15,2023-07-15,Paid,USD
INV-01950,VEND-138,"Harvey, Davis and Crane",BU-02,PO-79962,GRN-74566,25106.56,2023-03-06,2023-04-05,Paid,USD
INV-01951,VEND-056,"Washington, Ryan and Cummings",BU-04,PO-86148,GRN-65291,19539.05,2023-09-25,2023-10-25,Paid,USD
INV-01952,VEND-054,Jones Inc,BU-04,PO-40827,GRN-57409,35303.12,2023-06-22,2023-07-22,Paid,USD
INV-01953,VEND-002,"Mcclain, Miller and Henderson",BU-01,PO-72118,GRN-27510,18438.72,2023-05-17,2023-06-16,Overdue,USD
INV-01954,VEND-013,"Mcclure, Ward and Lee",BU-01,PO-57298,GRN-28264,45612.42,2023-06-23,2023-07-23,Paid,USD
INV-01955,VEND-034,"Dyer, Potter and Mack",BU-03,PO-82286,GRN-65191,41844.99,2023-01-17,2023-02-16,Paid,USD
INV-01956,VEND-055,Jones-Young,BU-04,PO-28061,GRN-25366,3265.35,2023-10-10,2023-11-09,Overdue,USD
INV-01957,VEND-034,"Dyer, Potter and Mack",BU-03,PO-13453,GRN-65667,19184.31,2023-12-04,2024-01-03,Paid,USD
INV-01958,VEND-025,Wilkerson-Day,BU-02,PO-19669,GRN-72498,33305.99,2023-12-21,2024-01-20,Pending,USD
INV-01959,VEND-038,Harrell LLC,BU-01,PO-57873,GRN-28517,1994.19,2023-05-17,2023-06-16,Paid,USD
INV-01960,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-64590,GRN-29623,1117.65,2023-08-27,2023-09-26,Paid,USD
INV-01961,VEND-118,May-Ross,BU-01,PO-79133,GRN-49257,37306.12,2023-06-18,2023-07-18,Paid,USD
INV-01962,VEND-084,"Evans, Stewart and Walton",BU-01,PO-94521,GRN-11731,22476.7,2023-04-17,2023-05-17,Paid,USD
INV-01963,VEND-037,"Baker, Mason and White",BU-02,PO-94207,GRN-14209,3470.04,2023-09-06,2023-10-06,Paid,USD
INV-01964,VEND-042,Rodriguez LLC,BU-03,PO-11424,GRN-61955,25413.12,2023-11-04,2023-12-04,Pending,USD
INV-01965,VEND-114,Torres-Pope,BU-05,PO-43823,GRN-84981,27930.72,2023-01-23,2023-02-22,Paid,USD
INV-01966,VEND-056,"Washington, Ryan and Cummings",BU-04,PO-30552,GRN-45628,21471.68,2023-01-30,2023-03-01,Overdue,USD
INV-01967,VEND-131,Spencer-Lee,BU-04,PO-26401,GRN-37769,19189.23,2023-09-18,2023-10-18,Paid,USD
INV-01968,VEND-012,Arnold Ltd,BU-03,PO-34077,GRN-83307,11335.87,2023-09-05,2023-10-05,Paid,USD
INV-01969,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-71398,GRN-72575,40919.66,2023-06-07,2023-07-07,Paid,USD
INV-01970,VEND-101,"Patterson, Smith and Jones",BU-03,PO-31603,GRN-17165,41449.06,2023-05-22,2023-06-21,Pending,USD
INV-01971,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-24208,GRN-23683,10139.16,2023-07-19,2023-08-18,Paid,USD
INV-01972,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-46989,GRN-31333,1888.42,2023-11-08,2023-12-08,Paid,USD
INV-01973,VEND-014,Williams and Sons,BU-02,PO-11438,GRN-50516,10989.54,2023-10-19,2023-11-18,Paid,USD
INV-01974,VEND-049,"Harris, Collins and Carney",BU-05,PO-14242,GRN-41501,32100.25,2023-09-21,2023-10-21,Paid,USD
INV-01975,VEND-143,"Lee, Horton and Snyder",BU-01,PO-83890,GRN-73413,28457.44,2023-03-04,2023-04-03,Paid,USD
INV-01976,VEND-078,Jones Inc,BU-01,PO-50449,GRN-11111,5113.94,2023-01-13,2023-02-12,Overdue,USD
INV-01977,VEND-070,Gray Group,BU-05,PO-75564,GRN-35543,47957.58,2023-02-25,2023-03-27,Paid,USD
INV-01978,VEND-098,Williams-Cook,BU-02,PO-26976,GRN-98432,36421.56,2023-11-26,2023-12-26,Paid,USD
INV-01979,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-76005,GRN-23238,44877.3,2023-08-24,2023-09-23,Paid,USD
INV-01980,VEND-036,Smith-Bowen,BU-01,PO-60084,GRN-72515,1672.42,2023-09-21,2023-10-21,Paid,USD
INV-01981,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-29862,GRN-99440,14860.91,2023-10-31,2023-11-30,Paid,USD
INV-01982,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-40352,GRN-38265,47664.51,2023-06-20,2023-07-20,Pending,USD
INV-01983,VEND-034,"Dyer, Potter and Mack",BU-03,PO-31108,GRN-75748,38556.87,2023-01-14,2023-02-13,Paid,USD
INV-01984,VEND-131,Spencer-Lee,BU-04,PO-54749,GRN-68652,46546.25,2023-02-19,2023-03-21,Paid,USD
INV-01985,VEND-084,"Evans, Stewart and Walton",BU-01,PO-91719,GRN-66479,14896.66,2023-01-27,2023-02-26,Paid,USD
INV-01986,VEND-097,Davis Group,BU-02,PO-90004,GRN-89544,12335.98,2023-04-02,2023-05-02,Paid,USD
INV-01987,VEND-037,"Baker, Mason and White",BU-02,PO-75211,GRN-22767,28561.59,2023-10-30,2023-11-29,Pending,USD
INV-01988,VEND-034,"Dyer, Potter and Mack",BU-03,PO-50572,GRN-81714,38432.71,2023-09-08,2023-10-08,Pending,USD
INV-01989,VEND-020,Gray-Mayo,BU-04,PO-69612,GRN-51119,25196.16,2023-05-23,2023-06-22,Paid,USD
INV-01990,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-46715,GRN-85564,8492.89,2023-05-21,2023-06-20,Paid,USD
INV-01991,VEND-020,Gray-Mayo,BU-04,PO-70390,GRN-43809,4021.13,2023-05-29,2023-06-28,Overdue,USD
INV-01992,VEND-063,"West, Henderson and Ramirez",BU-01,PO-67939,GRN-95235,38275.75,2023-08-09,2023-09-08,Overdue,USD
INV-01993,VEND-029,"Snyder, Campos and Callahan",BU-01,PO-73997,GRN-15189,48598.19,2023-01-13,2023-02-12,Paid,USD
INV-01994,VEND-071,House-Glover,BU-03,PO-91223,GRN-99205,20346.49,2023-08-23,2023-09-22,Paid,USD
INV-01995,VEND-091,"Smith, Montoya and Evans",BU-03,PO-91871,GRN-51110,25867.72,2023-03-01,2023-03-31,Paid,USD
INV-01996,VEND-103,"Tran, Jordan and Williams",BU-01,PO-44449,GRN-99463,25544.15,2023-09-21,2023-10-21,Paid,USD
INV-01997,VEND-012,Arnold Ltd,BU-03,PO-42088,GRN-83505,37181.61,2023-06-24,2023-07-24,Paid,USD
INV-01998,VEND-024,"Walter, Edwards and Rios",BU-04,PO-30736,GRN-84728,14887.7,2023-05-25,2023-06-24,Paid,USD
INV-01999,VEND-016,James Group,BU-03,PO-70591,GRN-97706,11541.04,2023-05-25,2023-06-24,Paid,USD
INV-02000,VEND-117,Rasmussen LLC,BU-05,PO-80138,GRN-70929,23690.19,2023-06-22,2023-07-22,Paid,USD
INV-02001,VEND-044,"Arroyo, Miller and Tucker",BU-02,PO-62028,GRN-66769,36723.02,2023-10-24,2023-11-23,Paid,USD
INV-02002,VEND-082,Donovan-Harris,BU-05,PO-54882,GRN-89215,3691.34,2023-01-30,2023-03-01,Paid,USD
INV-02003,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-69582,GRN-15017,6159.16,2023-08-11,2023-09-10,Paid,USD
INV-02004,VEND-118,May-Ross,BU-01,PO-37979,GRN-51967,7702.93,2023-02-23,2023-03-25,Paid,USD
INV-02005,VEND-095,Harris-Walters,BU-02,PO-57381,GRN-66375,3588.81,2023-07-25,2023-08-24,Overdue,USD
INV-02006,VEND-052,Chapman and Sons,BU-01,PO-13007,GRN-99610,3176.84,2023-05-23,2023-06-22,Paid,USD
INV-02007,VEND-062,Wright and Sons,BU-04,PO-20956,GRN-28577,31966.52,2023-06-04,2023-07-04,Paid,USD
INV-02008,VEND-101,"Patterson, Smith and Jones",BU-03,PO-69168,GRN-65013,4544.6,2023-05-03,2023-06-02,Paid,USD
INV-02009,VEND-064,Baxter Inc,BU-03,PO-17044,GRN-22116,9611.88,2023-09-10,2023-10-10,Pending,USD
INV-02010,VEND-107,Dickson-Brady,BU-05,PO-48915,GRN-31565,17429.95,2023-04-19,2023-05-19,Paid,USD
INV-02011,VEND-105,Nolan and Sons,BU-01,PO-80189,GRN-31061,24340.45,2023-04-07,2023-05-07,Overdue,USD
INV-02012,VEND-109,Johnson-Doyle,BU-05,PO-84752,GRN-61005,18057.27,2023-02-14,2023-03-16,Pending,USD
INV-02013,VEND-141,Riggs PLC,BU-05,PO-88266,GRN-36025,39262.08,2023-01-11,2023-02-10,Paid,USD
INV-02014,VEND-146,Robinson-Brock,BU-05,PO-52432,GRN-97040,31017.36,2023-10-13,2023-11-12,Overdue,USD
INV-02015,VEND-079,"Hensley, Powell and David",BU-02,PO-70117,GRN-29331,1202.25,2023-03-14,2023-04-13,Paid,USD
INV-02016,VEND-079,"Hensley, Powell and David",BU-02,PO-98335,GRN-63265,6123.54,2023-07-13,2023-08-12,Paid,USD
INV-02017,VEND-999,Acme Shadow Corp,BU-01,PO-26478,GRN-93138,49417.81,2023-07-21,2023-08-20,Paid,USD
INV-02018,VEND-146,Robinson-Brock,BU-05,PO-38655,GRN-34596,5323.58,2023-05-31,2023-06-30,Paid,USD
INV-02019,VEND-137,"Jackson, Miller and Robertson",BU-03,PO-88766,GRN-59487,38832.03,2023-12-21,2024-01-20,Paid,USD
INV-02020,VEND-051,Walker LLC,BU-03,PO-99080,GRN-85607,47642.66,2023-08-07,2023-09-06,Overdue,USD
INV-02021,VEND-092,"Garcia, Humphrey and Baker",BU-05,PO-12122,GRN-49576,40782.08,2023-02-15,2023-03-17,Pending,USD
INV-02022,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-26350,GRN-75422,41043.05,2023-04-12,2023-05-12,Paid,USD
INV-02023,VEND-114,Torres-Pope,BU-05,PO-56101,GRN-56165,20995.66,2023-10-28,2023-11-27,Pending,USD
INV-02024,VEND-107,Dickson-Brady,BU-05,PO-54017,GRN-24860,26396.91,2023-04-12,2023-05-12,Overdue,USD
INV-02025,VEND-115,Walker Ltd,BU-04,PO-33186,GRN-82450,21704.99,2023-10-01,2023-10-31,Paid,USD
INV-02026,VEND-136,"Lewis, Kennedy and Santana",BU-02,PO-47359,GRN-96455,22075.87,2023-06-23,2023-07-23,Paid,USD
INV-02027,VEND-109,Johnson-Doyle,BU-05,PO-91313,GRN-23005,31888.31,2023-03-25,2023-04-24,Overdue,USD
INV-02028,VEND-024,"Walter, Edwards and Rios",BU-04,PO-12153,GRN-90774,4937.08,2023-08-26,2023-09-25,Overdue,USD
INV-02029,VEND-024,"Walter, Edwards and Rios",BU-04,PO-91766,GRN-81399,25072.04,2023-04-21,2023-05-21,Paid,USD
INV-02030,VEND-111,"Shields, Cochran and Adams",BU-03,PO-14277,GRN-97518,25416.4,2023-09-27,2023-10-27,Paid,USD
INV-02031,VEND-105,Nolan and Sons,BU-01,PO-69589,GRN-82297,10987.62,2023-12-22,2024-01-21,Paid,USD
INV-02032,VEND-048,Hickman Ltd,BU-04,PO-26310,GRN-55955,42888.96,2023-07-10,2023-08-09,Overdue,USD
INV-02033,VEND-116,Ross LLC,BU-04,PO-94523,GRN-61879,20940.27,2023-03-19,2023-04-18,Paid,USD
INV-02034,VEND-093,Newton and Sons,BU-02,PO-76527,GRN-47172,39218.7,2023-02-17,2023-03-19,Paid,USD
INV-02035,VEND-065,Morton-Chase,BU-05,PO-64357,GRN-98250,15716.14,2023-02-22,2023-03-24,Paid,USD
INV-02036,VEND-104,Nolan-Flynn,BU-03,PO-13440,GRN-30103,2117.39,2023-11-28,2023-12-28,Paid,USD
INV-02037,VEND-130,"Parker, Ortiz and Powell",BU-04,PO-88636,GRN-51611,41091.7,2023-01-29,2023-02-28,Paid,USD
INV-02038,VEND-144,Hernandez Ltd,BU-02,PO-41697,GRN-82841,49645.04,2023-06-25,2023-07-25,Overdue,USD
INV-02039,VEND-047,"Martin, Rose and Obrien",BU-03,PO-61552,GRN-16760,31005.26,2023-03-09,2023-04-08,Pending,USD
INV-02040,VEND-145,Stafford Inc,BU-05,PO-93397,GRN-61172,21740.57,2023-12-16,2024-01-15,Overdue,USD
INV-02041,VEND-042,Rodriguez LLC,BU-03,PO-51697,GRN-77800,20454.39,2023-10-05,2023-11-04,Paid,USD
INV-02042,VEND-057,"Johnston, Sanchez and Kennedy",BU-01,PO-26558,GRN-76093,5429.11,2023-06-22,2023-07-22,Paid,USD
INV-02043,VEND-145,Stafford Inc,BU-05,PO-92223,GRN-44108,39321.92,2023-02-04,2023-03-06,Pending,USD
INV-02044,VEND-038,Harrell LLC,BU-01,PO-36707,GRN-22223,47460.67,2023-11-11,2023-12-11,Paid,USD
INV-02045,VEND-109,Johnson-Doyle,BU-05,PO-87763,GRN-30060,1071.14,2023-09-22,2023-10-22,Paid,USD
INV-02046,VEND-137,"Jackson, Miller and Robertson",BU-03,PO-20324,GRN-84946,46069.42,2023-11-25,2023-12-25,Paid,USD
INV-02047,VEND-031,Carlson-Cruz,BU-02,PO-93160,GRN-92772,49179.0,2023-05-05,2023-06-04,Paid,USD
INV-02048,VEND-045,Spence PLC,BU-05,PO-39065,GRN-48918,12366.23,2023-09-17,2023-10-17,Paid,USD
INV-02049,VEND-060,"Brown, Valdez and Lucas",BU-04,PO-59559,GRN-44141,36452.47,2023-05-15,2023-06-14,Paid,USD
INV-02050,VEND-068,Russell Group,BU-02,PO-28844,GRN-92239,4606.69,2023-10-03,2023-11-02,Paid,USD
INV-02051,VEND-146,Robinson-Brock,BU-05,PO-24540,GRN-70178,43413.48,2023-01-26,2023-02-25,Overdue,USD
INV-02052,VEND-029,"Snyder, Campos and Callahan",BU-01,PO-47022,GRN-44340,5800.29,2023-08-02,2023-09-01,Pending,USD
INV-02053,VEND-021,"Watts, Robinson and Nguyen",BU-03,PO-57369,GRN-37259,4330.38,2023-07-30,2023-08-29,Paid,USD
INV-02054,VEND-123,"Joyce, Wilson and Lam",BU-02,PO-64230,GRN-19643,39874.35,2023-04-23,2023-05-23,Paid,USD
INV-02055,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-65038,GRN-59185,10909.65,2023-12-13,2024-01-12,Pending,USD
INV-02056,VEND-113,Gonzalez Group,BU-02,PO-33567,GRN-49158,40523.18,2023-04-27,2023-05-27,Paid,USD
INV-02057,VEND-043,Allen-Allen,BU-04,PO-92734,GRN-89515,33153.49,2023-11-27,2023-12-27,Pending,USD
INV-02058,VEND-028,"Ross, Robinson and Bright",BU-04,PO-55453,GRN-73427,48807.84,2023-03-03,2023-04-02,Overdue,USD
INV-02059,VEND-137,"Jackson, Miller and Robertson",BU-03,PO-78386,GRN-43357,748.22,2023-10-04,2023-11-03,Overdue,USD
INV-02060,VEND-047,"Martin, Rose and Obrien",BU-03,PO-80248,GRN-13019,30502.48,2023-10-03,2023-11-02,Paid,USD
INV-02061,VEND-037,"Baker, Mason and White",BU-02,PO-57826,GRN-25045,11207.17,2023-12-27,2024-01-26,Pending,USD
INV-02062,VEND-005,"Gardner, Robinson and Lawrence",BU-04,PO-38804,GRN-20937,16713.22,2023-09-29,2023-10-29,Paid,USD
INV-02063,VEND-030,Burton Ltd,BU-03,PO-73120,GRN-36114,13745.73,2023-09-05,2023-10-05,Overdue,USD
INV-02064,VEND-087,Anderson-Bailey,BU-05,PO-95449,GRN-48577,35550.14,2023-03-09,2023-04-08,Paid,USD
INV-02065,VEND-124,Scott Ltd,BU-02,PO-62421,GRN-35304,22085.07,2023-11-05,2023-12-05,Paid,USD
INV-02066,VEND-048,Hickman Ltd,BU-04,PO-46842,GRN-61488,34509.34,2023-05-21,2023-06-20,Paid,USD
INV-02067,VEND-148,Bryant Group,BU-04,PO-36978,GRN-73941,15923.46,2023-07-17,2023-08-16,Paid,USD
INV-02068,VEND-112,"Rodriguez, Brennan and Garrison",BU-02,PO-45608,GRN-51779,21475.0,2023-03-29,2023-04-28,Paid,USD
INV-02069,VEND-096,Wagner-King,BU-04,PO-84336,GRN-56257,21750.99,2023-02-17,2023-03-19,Paid,USD
INV-02070,VEND-014,Williams and Sons,BU-02,PO-14424,GRN-77024,22745.47,2023-03-20,2023-04-19,Paid,USD
INV-02071,VEND-102,"Mckee, Gardner and Davenport",BU-02,PO-94554,GRN-79533,15026.94,2023-11-04,2023-12-04,Paid,USD
INV-02072,VEND-005,"Gardner, Robinson and Lawrence",BU-04,PO-52294,GRN-66280,6175.17,2023-02-23,2023-03-25,Paid,USD
INV-02073,VEND-089,Moore-Bass,BU-03,PO-38204,GRN-96108,12643.25,2023-04-02,2023-05-02,Paid,USD
INV-02074,VEND-035,Rodriguez-Graham,BU-01,PO-26030,GRN-11262,39085.97,2023-11-03,2023-12-03,Paid,USD
INV-02075,VEND-000,"Rodriguez, Figueroa and Sanchez",BU-01,PO-38019,GRN-70997,35981.73,2023-07-11,2023-08-10,Paid,USD
INV-02076,VEND-080,"Sanchez, Wheeler and Harvey",BU-05,PO-83615,GRN-18681,44987.83,2023-01-11,2023-02-10,Paid,USD
INV-02077,VEND-052,Chapman and Sons,BU-01,PO-23489,GRN-83525,26599.49,2023-05-21,2023-06-20,Paid,USD
INV-02078,VEND-017,"Flowers, Martin and Kelly",BU-05,PO-94707,GRN-65279,28910.45,2023-08-04,2023-09-03,Paid,USD
INV-02079,VEND-109,Johnson-Doyle,BU-05,PO-51958,GRN-35971,16230.27,2023-08-11,2023-09-10,Paid,USD
INV-02080,VEND-124,Scott Ltd,BU-02,PO-45968,GRN-65212,25183.22,2023-05-24,2023-06-23,Paid,USD
INV-02081,VEND-113,Gonzalez Group,BU-02,PO-52844,GRN-87485,8971.42,2023-07-01,2023-07-31,Paid,USD
INV-02082,VEND-145,Stafford Inc,BU-05,PO-12337,GRN-94366,1552.8,2023-11-09,2023-12-09,Paid,USD
INV-02083,VEND-145,Stafford Inc,BU-05,PO-70525,GRN-47272,49403.76,2023-08-03,2023-09-02,Paid,USD
INV-02084,VEND-101,"Patterson, Smith and Jones",BU-03,PO-79922,GRN-79142,2331.91,2023-02-20,2023-03-22,Paid,USD
INV-02085,VEND-002,"Mcclain, Miller and Henderson",BU-01,PO-22467,GRN-64405,3937.98,2023-08-26,2023-09-25,Paid,USD
INV-02086,VEND-068,Russell Group,BU-02,PO-55327,GRN-62473,16200.89,2023-12-10,2024-01-09,Paid,USD
INV-02087,VEND-078,Jones Inc,BU-01,PO-16169,GRN-61554,24944.02,2023-02-03,2023-03-05,Paid,USD
INV-02088,VEND-114,Torres-Pope,BU-05,PO-94029,GRN-25913,24920.16,2023-01-26,2023-02-25,Pending,USD
INV-02089,VEND-024,"Walter, Edwards and Rios",BU-04,PO-16269,GRN-11362,1949.77,2023-05-01,2023-05-31,Paid,USD
INV-02090,VEND-080,"Sanchez, Wheeler and Harvey",BU-05,PO-67105,GRN-39667,43138.74,2023-06-04,2023-07-04,Paid,USD
INV-02091,VEND-046,Anderson Group,BU-01,PO-58349,GRN-80458,36343.34,2023-10-06,2023-11-05,Overdue,USD
INV-02092,VEND-011,Dudley Group,BU-01,PO-15646,GRN-24523,13354.54,2023-10-07,2023-11-06,Paid,USD
INV-02093,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-53165,GRN-90314,4214.59,2023-07-05,2023-08-04,Paid,USD
INV-02094,VEND-095,Harris-Walters,BU-02,PO-32326,GRN-28056,13860.65,2023-07-24,2023-08-23,Paid,USD
INV-02095,VEND-028,"Ross, Robinson and Bright",BU-04,PO-29398,GRN-86563,6751.29,2023-06-09,2023-07-09,Pending,USD
INV-02096,VEND-103,"Tran, Jordan and Williams",BU-01,PO-97586,GRN-26039,32026.73,2023-10-26,2023-11-25,Paid,USD
INV-02097,VEND-059,Gomez-Jenkins,BU-04,PO-96673,GRN-74238,29105.29,2023-06-09,2023-07-09,Overdue,USD
INV-02098,VEND-080,"Sanchez, Wheeler and Harvey",BU-05,PO-73269,GRN-39600,38745.88,2023-11-16,2023-12-16,Paid,USD
INV-02099,VEND-073,"Stanley, Tucker and Lee",BU-01,PO-56269,GRN-83205,35713.38,2023-08-12,2023-09-11,Pending,USD
INV-02100,VEND-060,"Brown, Valdez and Lucas",BU-04,PO-36986,GRN-20225,33144.3,2023-01-29,2023-02-28,Paid,USD
INV-02101,VEND-124,Scott Ltd,BU-02,PO-11720,GRN-97883,3483.21,2023-02-18,2023-03-20,Paid,USD
INV-02102,VEND-096,Wagner-King,BU-04,PO-23701,GRN-54623,9801.91,2023-05-04,2023-06-03,Paid,USD
INV-02103,VEND-149,"Schmidt, Hansen and Stewart",BU-03,PO-77361,GRN-51072,38199.33,2023-09-07,2023-10-07,Paid,USD
INV-02104,VEND-077,Yu Inc,BU-05,PO-95890,GRN-30184,35571.36,2023-01-29,2023-02-28,Pending,USD
INV-02105,VEND-025,Wilkerson-Day,BU-02,PO-38676,GRN-57663,45749.2,2023-06-24,2023-07-24,Paid,USD
INV-02106,VEND-113,Gonzalez Group,BU-02,PO-77300,GRN-36610,43459.01,2023-06-30,2023-07-30,Paid,USD
INV-02107,VEND-046,Anderson Group,BU-01,PO-65455,GRN-31521,3897.65,2023-09-22,2023-10-22,Paid,USD
INV-02108,VEND-145,Stafford Inc,BU-05,PO-29305,GRN-70418,32594.96,2023-07-20,2023-08-19,Pending,USD
INV-02109,VEND-026,Baker and Sons,BU-01,PO-70404,GRN-34514,12407.84,2023-05-14,2023-06-13,Paid,USD
INV-02110,VEND-119,"Rivera, Johnson and Wiley",BU-03,PO-69328,GRN-56131,33263.33,2023-02-19,2023-03-21,Paid,USD
INV-02111,VEND-138,"Harvey, Davis and Crane",BU-02,PO-66554,GRN-37795,4661.3,2023-12-07,2024-01-06,Paid,USD
INV-02112,VEND-126,"Mcdaniel, Bentley and Mclaughlin",BU-04,PO-53743,GRN-16967,21827.0,2023-11-18,2023-12-18,Paid,USD
INV-02113,VEND-092,"Garcia, Humphrey and Baker",BU-05,PO-95016,GRN-60137,5341.73,2023-10-31,2023-11-30,Paid,USD
INV-02114,VEND-106,"Wright, Garcia and Deleon",BU-03,PO-34831,GRN-62781,10099.62,2023-08-03,2023-09-02,Paid,USD
INV-02115,VEND-068,Russell Group,BU-02,PO-74699,GRN-77976,26713.36,2023-09-06,2023-10-06,Paid,USD
INV-02116,VEND-010,Blair PLC,BU-04,PO-24559,GRN-38780,32494.07,2023-08-17,2023-09-16,Paid,USD
INV-02117,VEND-007,"Henderson, Ramirez and Lewis",BU-03,PO-41295,GRN-18630,28973.91,2023-03-12,2023-04-11,Paid,USD
INV-02118,VEND-068,Russell Group,BU-02,PO-91293,GRN-63026,11710.02,2023-10-26,2023-11-25,Paid,USD
INV-02119,VEND-023,Morales-Jones,BU-05,PO-45162,GRN-74903,11384.47,2023-02-20,2023-03-22,Paid,USD
INV-02120,VEND-050,"Brooks, Lam and Hayes",BU-04,PO-47747,GRN-88159,17707.84,2023-06-18,2023-07-18,Paid,USD
INV-02121,VEND-999,Acme Shadow Corp,BU-01,PO-75960,GRN-91542,5165.01,2023-07-15,2023-08-14,Paid,USD
INV-02122,VEND-076,"Woods, Calhoun and Schmidt",BU-02,PO-41276,GRN-32312,42701.91,2023-12-20,2024-01-19,Paid,USD
INV-02123,VEND-015,Galloway-Wyatt,BU-03,PO-53536,GRN-69666,8748.95,2023-12-04,2024-01-03,Paid,USD
INV-02124,VEND-001,Doyle Ltd,BU-02,PO-66088,GRN-53785,33468.55,2023-01-22,2023-02-21,Paid,USD
INV-02125,VEND-065,Morton-Chase,BU-05,PO-32377,GRN-99024,44122.25,2023-11-19,2023-12-19,Paid,USD
INV-02126,VEND-000,"Rodriguez, Figueroa and Sanchez",BU-01,PO-72105,GRN-86435,29903.26,2023-02-18,2023-03-20,Paid,USD
INV-02127,VEND-061,Powell LLC,BU-03,PO-15921,GRN-12279,23892.13,2023-07-21,2023-08-20,Paid,USD
INV-02128,VEND-072,Henderson-Bernard,BU-03,PO-78848,GRN-75948,41850.27,2023-03-01,2023-03-31,Paid,USD
INV-02129,VEND-035,Rodriguez-Graham,BU-01,PO-23106,GRN-49924,38875.2,2023-04-29,2023-05-29,Pending,USD
INV-02130,VEND-083,"Edwards, Baker and Anderson",BU-01,PO-55977,GRN-81527,22904.51,2023-03-05,2023-04-04,Paid,USD
INV-02131,VEND-122,Chandler-Edwards,BU-05,PO-70129,GRN-11777,13050.07,2023-03-04,2023-04-03,Pending,USD
INV-02132,VEND-075,"Daniels, Adkins and Brown",BU-03,PO-77873,GRN-97023,35652.78,2023-05-06,2023-06-05,Pending,USD
INV-02133,VEND-121,Johnson-Carlson,BU-01,PO-99887,GRN-78066,6081.67,2023-12-30,2024-01-29,Paid,USD
INV-02134,VEND-003,Davis and Sons,BU-01,PO-63781,GRN-38869,7821.07,2023-10-03,2023-11-02,Paid,USD
INV-02135,VEND-034,"Dyer, Potter and Mack",BU-03,PO-14050,GRN-42029,18181.12,2023-03-29,2023-04-28,Paid,USD
INV-02136,VEND-108,Hancock and Sons,BU-03,PO-21701,GRN-35407,18291.29,2023-05-15,2023-06-14,Overdue,USD
INV-02137,VEND-094,Campbell-Clark,BU-02,PO-45903,GRN-92167,32117.32,2023-07-21,2023-08-20,Paid,USD
INV-02138,VEND-113,Gonzalez Group,BU-02,PO-79062,GRN-32931,49372.92,2023-12-14,2024-01-13,Paid,USD
INV-02139,VEND-087,Anderson-Bailey,BU-05,PO-61252,GRN-87220,44455.75,2023-04-21,2023-05-21,Paid,USD
INV-02140,VEND-068,Russell Group,BU-02,PO-15387,GRN-85958,15811.5,2023-11-25,2023-12-25,Paid,USD
INV-02141,VEND-085,Smith PLC,BU-02,PO-26116,GRN-66814,41791.49,2023-01-31,2023-03-02,Paid,USD
INV-02142,VEND-143,"Lee, Horton and Snyder",BU-01,PO-55481,GRN-47802,48423.58,2023-04-08,2023-05-08,Paid,USD
INV-02143,VEND-000,"Rodriguez, Figueroa and Sanchez",BU-01,PO-99853,GRN-29284,25196.89,2023-03-18,2023-04-17,Paid,USD
INV-02144,VEND-036,Smith-Bowen,BU-01,PO-47982,GRN-91762,26397.72,2023-09-04,2023-10-04,Paid,USD
